year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2029,Australia,AU,Accounting & bookkeeping,Finance,Entry,0.65308,0.35128,0.01403,-0.33725,66.27548,-0.10601,-0.22453
2030,Australia,AU,Accounting & bookkeeping,Finance,Entry,0.7631,0.41045,0.01982,-0.39064,60.93635,-0.08056,-0.15255
2026,Germany,DE,Accounting & bookkeeping,Finance,Entry,0.18062,0.07777,0.00217,-0.0756,92.43995,-0.03592,-0.09842
2027,Germany,DE,Accounting & bookkeeping,Finance,Entry,0.30566,0.13161,0.00411,-0.1275,87.25016,-0.05614,-0.14828
2028,Germany,DE,Accounting & bookkeeping,Finance,Entry,0.46101,0.19849,0.00728,-0.19121,80.87867,-0.07303,-0.18204
2029,Germany,DE,Accounting & bookkeeping,Finance,Entry,0.61255,0.26374,0.01167,-0.25207,74.79277,-0.07525,-0.17388
2030,Germany,DE,Accounting & bookkeeping,Finance,Entry,0.72923,0.31398,0.01651,-0.29747,70.25349,-0.06069,-0.12969
2026,Japan,JP,Accounting & bookkeeping,Finance,Entry,0.16856,0.06733,0.00177,-0.06556,93.44374,-0.03122,-0.08603
2027,Japan,JP,Accounting & bookkeeping,Finance,Entry,0.28811,0.11508,0.00337,-0.11171,88.82853,-0.04939,-0.13186
2028,Japan,JP,Accounting & bookkeeping,Finance,Entry,0.44,0.17576,0.00602,-0.16974,83.02633,-0.06532,-0.16578
2029,Japan,JP,Accounting & bookkeeping,Finance,Entry,0.59189,0.23643,0.00976,-0.22667,77.33295,-0.06857,-0.16267
2030,Japan,JP,Accounting & bookkeeping,Finance,Entry,0.71144,0.28419,0.01399,-0.27019,72.98074,-0.05628,-0.12435
2026,India,IN,Accounting & bookkeeping,Finance,Entry,0.12095,0.07785,0.00156,-0.07629,92.37139,-0.03998,-0.1099
2027,India,IN,Accounting & bookkeeping,Finance,Entry,0.22322,0.14367,0.00324,-0.14043,85.95719,-0.06944,-0.18326
2028,India,IN,Accounting & bookkeeping,Finance,Entry,0.36,0.23171,0.0063,-0.22541,77.45893,-0.09887,-0.24281
2029,India,IN,Accounting & bookkeeping,Finance,Entry,0.49678,0.31975,0.01092,-0.30883,69.11732,-0.10769,-0.23833
2030,India,IN,Accounting & bookkeeping,Finance,Entry,0.59905,0.38557,0.01629,-0.36928,63.07186,-0.08747,-0.17273
2026,France,FR,Accounting & bookkeeping,Finance,Entry,0.16451,0.07308,0.00189,-0.07119,92.88074,-0.03341,-0.09173
2027,France,FR,Accounting & bookkeeping,Finance,Entry,0.2785,0.12372,0.00353,-0.12018,87.98152,-0.05275,-0.13998
2028,France,FR,Accounting & bookkeeping,Finance,Entry,0.42461,0.18862,0.00623,-0.18239,81.76123,-0.0707,-0.17772
2029,France,FR,Accounting & bookkeeping,Finance,Entry,0.57419,0.25507,0.01005,-0.24502,75.49768,-0.07661,-0.17896
2030,France,FR,Accounting & bookkeeping,Finance,Entry,0.69594,0.30916,0.01443,-0.29472,70.52774,-0.06583,-0.142
2026,Brazil,BR,Accounting & bookkeeping,Finance,Entry,0.09137,0.05213,0.00106,-0.05107,94.89296,-0.02467,-0.06859
2027,Brazil,BR,Accounting & bookkeeping,Finance,Entry,0.16352,0.09331,0.00204,-0.09126,90.87382,-0.04235,-0.11483
2028,Brazil,BR,Accounting & bookkeeping,Finance,Entry,0.26903,0.15351,0.00377,-0.14974,85.02638,-0.06435,-0.16707
2029,Brazil,BR,Accounting & bookkeeping,Finance,Entry,0.39586,0.22588,0.0065,-0.21938,78.06183,-0.08191,-0.19899
2030,Brazil,BR,Accounting & bookkeeping,Finance,Entry,0.51686,0.29493,0.01014,-0.28479,71.52093,-0.08379,-0.18688
2026,Nigeria,NG,Accounting & bookkeeping,Finance,Entry,0.0536,0.03774,0.00062,-0.03712,96.28771,-0.01723,-0.04824
2027,Nigeria,NG,Accounting & bookkeeping,Finance,Entry,0.09502,0.06691,0.00114,-0.06576,93.42352,-0.02975,-0.08183
2028,Nigeria,NG,Accounting & bookkeeping,Finance,Entry,0.1593,0.11217,0.00207,-0.1101,88.98989,-0.04746,-0.12668
2029,Nigeria,NG,Accounting & bookkeeping,Finance,Entry,0.24627,0.1734,0.00357,-0.16983,83.01713,-0.06712,-0.17065
2030,Nigeria,NG,Accounting & bookkeeping,Finance,Entry,0.34443,0.24252,0.00577,-0.23675,76.32513,-0.08061,-0.1912
2026,United States,US,Accounting & bookkeeping,Finance,Junior,0.31272,0.09973,0.00718,-0.09255,90.74517,-0.0453,-0.17943
2027,United States,US,Accounting & bookkeeping,Finance,Junior,0.50443,0.16086,0.01441,-0.14646,85.35413,-0.05941,-0.22463
2028,United States,US,Accounting & bookkeeping,Finance,Junior,0.68352,0.21798,0.02528,-0.1927,80.73005,-0.05418,-0.19267
2029,United States,US,Accounting & bookkeeping,Finance,Junior,0.80581,0.25697,0.03732,-0.21966,78.03428,-0.03339,-0.11232
2030,United States,US,Accounting & bookkeeping,Finance,Junior,0.87252,0.27825,0.04685,-0.2314,76.86037,-0.01504,-0.04891
2026,Singapore,SG,Accounting & bookkeeping,Finance,Junior,0.2925,0.09657,0.00585,-0.09072,90.92764,-0.04737,-0.1884
2027,Singapore,SG,Accounting & bookkeeping,Finance,Junior,0.49636,0.16388,0.0125,-0.15138,84.86179,-0.06671,-0.25274
2028,Singapore,SG,Accounting & bookkeeping,Finance,Junior,0.69263,0.22869,0.02325,-0.20544,79.45627,-0.0637,-0.22523
2029,Singapore,SG,Accounting & bookkeeping,Finance,Junior,0.82532,0.2725,0.03574,-0.23675,76.32487,-0.03941,-0.13047
2030,Singapore,SG,Accounting & bookkeeping,Finance,Junior,0.89503,0.29551,0.04574,-0.24977,75.02263,-0.01706,-0.05426
2026,United Kingdom,UK,Accounting & bookkeeping,Finance,Junior,0.22387,0.06498,0.00441,-0.06057,93.94278,-0.02983,-0.12034
2027,United Kingdom,UK,Accounting & bookkeeping,Finance,Junior,0.38281,0.11112,0.00884,-0.10227,89.77256,-0.04439,-0.17376
2028,United Kingdom,UK,Accounting & bookkeeping,Finance,Junior,0.56215,0.16317,0.01613,-0.14704,85.29596,-0.04987,-0.18653
2029,United Kingdom,UK,Accounting & bookkeeping,Finance,Junior,0.71203,0.20667,0.02562,-0.18106,81.89441,-0.03988,-0.14173
2030,United Kingdom,UK,Accounting & bookkeeping,Finance,Junior,0.80894,0.2348,0.03482,-0.19998,80.00195,-0.02311,-0.07885
2026,Canada,CA,Accounting & bookkeeping,Finance,Junior,0.20074,0.06229,0.00391,-0.05839,94.16141,-0.02866,-0.11575
2027,Canada,CA,Accounting & bookkeeping,Finance,Junior,0.34658,0.10755,0.00777,-0.09978,90.02231,-0.04396,-0.17246
2028,Canada,CA,Accounting & bookkeeping,Finance,Junior,0.51964,0.16125,0.01422,-0.14703,85.29694,-0.05249,-0.19689
2029,Canada,CA,Accounting & bookkeeping,Finance,Junior,0.67388,0.20911,0.02294,-0.18617,81.38314,-0.04588,-0.16307
2030,Canada,CA,Accounting & bookkeeping,Finance,Junior,0.78002,0.24205,0.03193,-0.21012,78.98783,-0.02943,-0.0998
2026,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Junior,0.17156,0.05078,0.0032,-0.04758,95.24151,-0.02501,-0.10178
2027,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Junior,0.31516,0.09328,0.00686,-0.08642,91.35766,-0.04078,-0.16183
2028,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Junior,0.49072,0.14525,0.01346,-0.13179,86.82137,-0.04965,-0.18901
2029,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Junior,0.64406,0.19063,0.02286,-0.16777,83.22257,-0.04145,-0.14995
2030,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Junior,0.74334,0.22002,0.03259,-0.18744,81.25648,-0.02362,-0.08192
2026,Australia,AU,Accounting & bookkeeping,Finance,Junior,0.18674,0.05312,0.00349,-0.04963,95.03658,-0.02446,-0.09929
2027,Australia,AU,Accounting & bookkeeping,Finance,Junior,0.32645,0.09286,0.00698,-0.08588,91.41164,-0.03814,-0.15104
2028,Australia,AU,Accounting & bookkeeping,Finance,Junior,0.49683,0.14132,0.01289,-0.12843,87.15697,-0.04654,-0.17728
2029,Australia,AU,Accounting & bookkeeping,Finance,Junior,0.65308,0.18577,0.0211,-0.16467,83.53326,-0.04158,-0.15099
2030,Australia,AU,Accounting & bookkeeping,Finance,Junior,0.7631,0.21707,0.0298,-0.18726,81.27369,-0.02705,-0.09415
2026,Germany,DE,Accounting & bookkeeping,Finance,Junior,0.18062,0.04113,0.00326,-0.03787,96.21322,-0.01754,-0.07156
2027,Germany,DE,Accounting & bookkeeping,Finance,Junior,0.30566,0.0696,0.00618,-0.06342,93.65783,-0.02656,-0.10647
2028,Germany,DE,Accounting & bookkeeping,Finance,Junior,0.46101,0.10497,0.01095,-0.09402,90.59771,-0.03267,-0.1275
2029,Germany,DE,Accounting & bookkeeping,Finance,Junior,0.61255,0.13948,0.01755,-0.12193,87.80703,-0.0308,-0.11628
2030,Germany,DE,Accounting & bookkeeping,Finance,Junior,0.72923,0.16605,0.02483,-0.14121,85.87872,-0.02196,-0.08035
2026,Japan,JP,Accounting & bookkeeping,Finance,Junior,0.16856,0.03561,0.00266,-0.03295,96.70526,-0.01535,-0.0628
2027,Japan,JP,Accounting & bookkeeping,Finance,Junior,0.28811,0.06086,0.00507,-0.05579,94.42062,-0.02362,-0.09519
2028,Japan,JP,Accounting & bookkeeping,Finance,Junior,0.44,0.09295,0.00906,-0.08389,91.61081,-0.02976,-0.11708
2029,Japan,JP,Accounting & bookkeeping,Finance,Junior,0.59189,0.12504,0.01468,-0.11035,88.96465,-0.02888,-0.11026
2030,Japan,JP,Accounting & bookkeeping,Finance,Junior,0.71144,0.15029,0.02105,-0.12924,87.07554,-0.02123,-0.07871
2026,India,IN,Accounting & bookkeeping,Finance,Junior,0.12095,0.04117,0.00235,-0.03882,96.11775,-0.01991,-0.08136
2027,India,IN,Accounting & bookkeeping,Finance,Junior,0.22322,0.07598,0.00488,-0.0711,92.88982,-0.03358,-0.1345
2028,India,IN,Accounting & bookkeeping,Finance,Junior,0.36,0.12254,0.00947,-0.11307,88.69347,-0.04518,-0.17485
2029,India,IN,Accounting & bookkeeping,Finance,Junior,0.49678,0.1691,0.01642,-0.15267,84.73272,-0.04466,-0.16503
2030,India,IN,Accounting & bookkeeping,Finance,Junior,0.59905,0.20391,0.0245,-0.17941,82.05934,-0.03155,-0.11139
2026,France,FR,Accounting & bookkeeping,Finance,Junior,0.16451,0.03865,0.00284,-0.03581,96.41902,-0.01641,-0.06703
2027,France,FR,Accounting & bookkeeping,Finance,Junior,0.2785,0.06543,0.00531,-0.06011,93.98862,-0.02521,-0.10127
2028,France,FR,Accounting & bookkeeping,Finance,Junior,0.42461,0.09975,0.00938,-0.09038,90.9624,-0.0322,-0.12609
2029,France,FR,Accounting & bookkeeping,Finance,Junior,0.57419,0.13489,0.01511,-0.11978,88.02185,-0.03233,-0.12252
2030,France,FR,Accounting & bookkeeping,Finance,Junior,0.69594,0.1635,0.02171,-0.14179,85.82108,-0.025,-0.0917
2026,Brazil,BR,Accounting & bookkeeping,Finance,Junior,0.09137,0.02757,0.0016,-0.02597,97.40287,-0.01236,-0.05078
2027,Brazil,BR,Accounting & bookkeeping,Finance,Junior,0.16352,0.04934,0.00307,-0.04627,95.37301,-0.02084,-0.08458
2028,Brazil,BR,Accounting & bookkeeping,Finance,Junior,0.26903,0.08118,0.00567,-0.07551,92.44905,-0.03066,-0.12183
2029,Brazil,BR,Accounting & bookkeeping,Finance,Junior,0.39586,0.11946,0.00977,-0.10968,89.03172,-0.03696,-0.14239
2030,Brazil,BR,Accounting & bookkeeping,Finance,Junior,0.51686,0.15597,0.01524,-0.14073,85.92736,-0.03487,-0.12935
2026,Nigeria,NG,Accounting & bookkeeping,Finance,Junior,0.0536,0.01996,0.00093,-0.01903,98.09682,-0.00874,-0.03603
2027,Nigeria,NG,Accounting & bookkeeping,Finance,Junior,0.09502,0.03538,0.00172,-0.03366,96.63351,-0.01492,-0.06097
2028,Nigeria,NG,Accounting & bookkeeping,Finance,Junior,0.1593,0.05932,0.00311,-0.05621,94.37884,-0.02333,-0.09394
2029,Nigeria,NG,Accounting & bookkeeping,Finance,Junior,0.24627,0.0917,0.00537,-0.08633,91.36712,-0.03191,-0.12549
2030,Nigeria,NG,Accounting & bookkeeping,Finance,Junior,0.34443,0.12826,0.00868,-0.11958,88.04231,-0.03639,-0.13853
2026,United States,US,Accounting & bookkeeping,Finance,Mid,0.31272,0.03808,0.00821,-0.02987,97.01277,-0.01372,-0.08432
2027,United States,US,Accounting & bookkeeping,Finance,Mid,0.50443,0.06142,0.01646,-0.04496,95.50427,-0.01555,-0.09428
2028,United States,US,Accounting & bookkeeping,Finance,Mid,0.68352,0.08323,0.02889,-0.05434,94.56618,-0.00982,-0.05863
2029,United States,US,Accounting & bookkeeping,Finance,Mid,0.80581,0.09812,0.04265,-0.05547,94.45306,-0.0012,-0.00707
2030,United States,US,Accounting & bookkeeping,Finance,Mid,0.87252,0.10624,0.05355,-0.05269,94.73064,0.00294,0.01735
2026,Singapore,SG,Accounting & bookkeeping,Finance,Mid,0.2925,0.03687,0.00669,-0.03019,96.98119,-0.01497,-0.09213
2027,Singapore,SG,Accounting & bookkeeping,Finance,Mid,0.49636,0.06257,0.01429,-0.04829,95.17135,-0.01866,-0.11312
2028,Singapore,SG,Accounting & bookkeeping,Finance,Mid,0.69263,0.08732,0.02657,-0.06075,93.92539,-0.01309,-0.07787
2029,Singapore,SG,Accounting & bookkeeping,Finance,Mid,0.82532,0.10404,0.04085,-0.06319,93.68064,-0.00261,-0.0153
2030,Singapore,SG,Accounting & bookkeeping,Finance,Mid,0.89503,0.11283,0.05227,-0.06056,93.94395,0.00281,0.01646
2026,United Kingdom,UK,Accounting & bookkeeping,Finance,Mid,0.22387,0.02481,0.00504,-0.01977,98.02273,-0.00936,-0.05787
2027,United Kingdom,UK,Accounting & bookkeeping,Finance,Mid,0.38281,0.04243,0.0101,-0.03232,96.76782,-0.0128,-0.07843
2028,United Kingdom,UK,Accounting & bookkeeping,Finance,Mid,0.56215,0.0623,0.01843,-0.04387,95.61321,-0.01193,-0.07216
2029,United Kingdom,UK,Accounting & bookkeeping,Finance,Mid,0.71203,0.07891,0.02928,-0.04963,95.03652,-0.00603,-0.03604
2030,United Kingdom,UK,Accounting & bookkeeping,Finance,Mid,0.80894,0.08965,0.0398,-0.04986,95.01443,-0.00023,-0.00138
2026,Canada,CA,Accounting & bookkeeping,Finance,Mid,0.20074,0.02378,0.00446,-0.01932,98.06801,-0.00915,-0.05663
2027,Canada,CA,Accounting & bookkeeping,Finance,Mid,0.34658,0.04106,0.00888,-0.03218,96.7817,-0.01312,-0.08039
2028,Canada,CA,Accounting & bookkeeping,Finance,Mid,0.51964,0.06157,0.01625,-0.04532,95.46812,-0.01357,-0.0821
2029,Canada,CA,Accounting & bookkeeping,Finance,Mid,0.67388,0.07984,0.02622,-0.05362,94.63786,-0.0087,-0.05189
2030,Canada,CA,Accounting & bookkeeping,Finance,Mid,0.78002,0.09242,0.03649,-0.05593,94.4069,-0.00244,-0.01444
2026,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Mid,0.17156,0.01939,0.00365,-0.01574,98.4263,-0.00804,-0.04985
2027,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Mid,0.31516,0.03562,0.00784,-0.02778,97.22234,-0.01223,-0.07525
2028,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Mid,0.49072,0.05546,0.01538,-0.04007,95.99259,-0.01265,-0.07686
2029,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Mid,0.64406,0.07279,0.02613,-0.04666,95.33384,-0.00686,-0.04117
2030,United Arab Emirates,AE,Accounting & bookkeeping,Finance,Mid,0.74334,0.08401,0.03724,-0.04677,95.32329,-0.00011,-0.00066
2026,Australia,AU,Accounting & bookkeeping,Finance,Mid,0.18674,0.02028,0.00398,-0.0163,98.37011,-0.00778,-0.04821
2027,Australia,AU,Accounting & bookkeeping,Finance,Mid,0.32645,0.03546,0.00797,-0.02748,97.25165,-0.01137,-0.0699
2028,Australia,AU,Accounting & bookkeeping,Finance,Mid,0.49683,0.05396,0.01474,-0.03922,96.07763,-0.01207,-0.07338
2029,Australia,AU,Accounting & bookkeeping,Finance,Mid,0.65308,0.07093,0.02412,-0.04681,95.31887,-0.0079,-0.04742
2030,Australia,AU,Accounting & bookkeeping,Finance,Mid,0.7631,0.08288,0.03406,-0.04882,95.11816,-0.00211,-0.01254
2026,Germany,DE,Accounting & bookkeeping,Finance,Mid,0.18062,0.0157,0.00373,-0.01198,98.80219,-0.00537,-0.03335
2027,Germany,DE,Accounting & bookkeeping,Finance,Mid,0.30566,0.02657,0.00706,-0.01951,98.0486,-0.00763,-0.0471
2028,Germany,DE,Accounting & bookkeeping,Finance,Mid,0.46101,0.04008,0.01251,-0.02757,97.24338,-0.00821,-0.05033
2029,Germany,DE,Accounting & bookkeeping,Finance,Mid,0.61255,0.05326,0.02006,-0.0332,96.68004,-0.00579,-0.03521
2030,Germany,DE,Accounting & bookkeeping,Finance,Mid,0.72923,0.0634,0.02838,-0.03502,96.49812,-0.00188,-0.01137
2026,Japan,JP,Accounting & bookkeeping,Finance,Mid,0.16856,0.0136,0.00304,-0.01055,98.9445,-0.00478,-0.02972
2027,Japan,JP,Accounting & bookkeeping,Finance,Mid,0.28811,0.02324,0.00579,-0.01745,98.25542,-0.00696,-0.04307
2028,Japan,JP,Accounting & bookkeeping,Finance,Mid,0.44,0.03549,0.01035,-0.02514,97.4862,-0.00783,-0.04808
2029,Japan,JP,Accounting & bookkeeping,Finance,Mid,0.59189,0.04774,0.01678,-0.03096,96.904,-0.00597,-0.03639
2030,Japan,JP,Accounting & bookkeeping,Finance,Mid,0.71144,0.05738,0.02405,-0.03333,96.66694,-0.00245,-0.01482
2026,India,IN,Accounting & bookkeeping,Finance,Mid,0.12095,0.01572,0.00268,-0.01304,98.69624,-0.00654,-0.04062
2027,India,IN,Accounting & bookkeeping,Finance,Mid,0.22322,0.02901,0.00558,-0.02344,97.65649,-0.01053,-0.06498
2028,India,IN,Accounting & bookkeeping,Finance,Mid,0.36,0.04679,0.01083,-0.03596,96.40395,-0.01283,-0.07828
2029,India,IN,Accounting & bookkeeping,Finance,Mid,0.49678,0.06456,0.01877,-0.04579,95.42066,-0.0102,-0.06146
2030,India,IN,Accounting & bookkeeping,Finance,Mid,0.59905,0.07786,0.028,-0.04985,95.0147,-0.00425,-0.02537
2026,France,FR,Accounting & bookkeeping,Finance,Mid,0.16451,0.01476,0.00324,-0.01151,98.84871,-0.00513,-0.03186
2027,France,FR,Accounting & bookkeeping,Finance,Mid,0.2785,0.02498,0.00607,-0.01891,98.10918,-0.00748,-0.04622
2028,France,FR,Accounting & bookkeeping,Finance,Mid,0.42461,0.03809,0.01072,-0.02737,97.26284,-0.00863,-0.0529
2029,France,FR,Accounting & bookkeeping,Finance,Mid,0.57419,0.0515,0.01727,-0.03423,96.57663,-0.00706,-0.04289
2030,France,FR,Accounting & bookkeeping,Finance,Mid,0.69594,0.06243,0.02481,-0.03762,96.23821,-0.0035,-0.02115
2026,Brazil,BR,Accounting & bookkeeping,Finance,Mid,0.09137,0.01053,0.00183,-0.0087,99.13011,-0.00407,-0.02534
2027,Brazil,BR,Accounting & bookkeeping,Finance,Mid,0.16352,0.01884,0.00351,-0.01533,98.46734,-0.00669,-0.04142
2028,Brazil,BR,Accounting & bookkeeping,Finance,Mid,0.26903,0.031,0.00648,-0.02451,97.54863,-0.00933,-0.05742
2029,Brazil,BR,Accounting & bookkeeping,Finance,Mid,0.39586,0.04561,0.01117,-0.03444,96.55587,-0.01018,-0.06205
2030,Brazil,BR,Accounting & bookkeeping,Finance,Mid,0.51686,0.05955,0.01742,-0.04213,95.78701,-0.00796,-0.04805
2026,Nigeria,NG,Accounting & bookkeeping,Finance,Mid,0.0536,0.00762,0.00106,-0.00656,99.34382,-0.00298,-0.01857
2027,Nigeria,NG,Accounting & bookkeeping,Finance,Mid,0.09502,0.01351,0.00196,-0.01155,98.84544,-0.00502,-0.03115
2028,Nigeria,NG,Accounting & bookkeeping,Finance,Mid,0.1593,0.02265,0.00355,-0.0191,98.09026,-0.00764,-0.0472
